#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CKAP2L	PTTG1	9606.ENSP00000305204	9606.ENSP00000377536	0	0	0	0	0.340	0	0	0.300	0.519
CKAP2L	RRM2	9606.ENSP00000305204	9606.ENSP00000353770	0	0	0	0	0.590	0	0	0.058	0.597
CKAP2L	MKI67	9606.ENSP00000305204	9606.ENSP00000357643	0	0	0	0	0.630	0	0	0	0.630
CKAP2L	NEK2	9606.ENSP00000305204	9606.ENSP00000355966	0	0	0	0	0.661	0	0	0.162	0.703
CKAP2L	TOP2A	9606.ENSP00000305204	9606.ENSP00000411532	0	0	0	0	0.737	0	0	0.198	0.780
CKMT1A	CKMT1B	9606.ENSP00000406577	9606.ENSP00000300283	0	0	0.449	0.987	0.769	0.800	0	0.604	0.952
CLCA2	SERPINB2	9606.ENSP00000359596	9606.ENSP00000401645	0	0	0	0	0.065	0	0	0.396	0.411
CLGN	RAB15	9606.ENSP00000326699	9606.ENSP00000267512	0	0	0	0	0.063	0.368	0	0.083	0.409
CNGA3	TRPA1	9606.ENSP00000377140	9606.ENSP00000262209	0	0	0	0	0	0.105	0	0.395	0.436
CNGA3	SLC17A6	9606.ENSP00000377140	9606.ENSP00000263160	0	0	0	0	0.146	0.321	0	0.101	0.433
CNGA3	RHO	9606.ENSP00000377140	9606.ENSP00000296271	0	0	0	0	0.054	0	0	0.560	0.566
CNGA3	LOXHD1	9606.ENSP00000377140	9606.ENSP00000300591	0	0	0	0	0	0	0	0.421	0.420
CNGA3	OPN4	9606.ENSP00000377140	9606.ENSP00000361141	0	0	0	0	0.062	0	0	0.834	0.838
CNGA3	RS1	9606.ENSP00000377140	9606.ENSP00000369320	0	0	0	0	0.062	0	0	0.443	0.455
CNTN5	IL12RB2	9606.ENSP00000435637	9606.ENSP00000262345	0	0	0	0	0	0	0	0.478	0.478
COL10A1	IBSP	9606.ENSP00000327368	9606.ENSP00000226284	0	0	0	0	0.062	0	0	0.556	0.565
COL10A1	HAPLN1	9606.ENSP00000327368	9606.ENSP00000274341	0	0	0	0	0.062	0	0	0.417	0.430
COL10A1	LIPC	9606.ENSP00000327368	9606.ENSP00000299022	0	0	0	0	0	0	0	0.453	0.453
COL10A1	MMP3	9606.ENSP00000327368	9606.ENSP00000299855	0	0	0	0	0	0	0	0.473	0.473
COL10A1	COL4A3	9606.ENSP00000327368	9606.ENSP00000379823	0	0	0.432	0.722	0	0	0.300	0.316	0.428
COL4A3	VTN	9606.ENSP00000379823	9606.ENSP00000226218	0	0	0	0	0	0.059	0	0.459	0.469
COL4A3	IBSP	9606.ENSP00000379823	9606.ENSP00000226284	0	0	0	0	0	0	0.900	0.086	0.904
COL4A3	INHA	9606.ENSP00000379823	9606.ENSP00000243786	0	0	0	0	0	0.080	0	0.399	0.423
COL4A3	COL8A1	9606.ENSP00000379823	9606.ENSP00000261037	0	0	0.425	0.699	0	0	0.720	0.413	0.782
COL4A3	COL6A2	9606.ENSP00000379823	9606.ENSP00000300527	0	0	0	0.583	0	0	0.300	0.398	0.408
COL4A3	TNF	9606.ENSP00000379823	9606.ENSP00000398698	0	0	0	0	0	0.102	0	0.414	0.452
COL6A2	COL8A1	9606.ENSP00000300527	9606.ENSP00000261037	0	0	0	0.659	0.085	0	0.300	0.532	0.449
COL6A2	SGCA	9606.ENSP00000300527	9606.ENSP00000262018	0	0	0	0	0.072	0	0	0.385	0.405
COL6A2	FLNC	9606.ENSP00000300527	9606.ENSP00000327145	0	0	0	0	0.231	0	0	0.286	0.427
COL8A1	KCNA6	9606.ENSP00000261037	9606.ENSP00000280684	0	0	0	0	0	0	0	0.463	0.463
COL8A1	LIPC	9606.ENSP00000261037	9606.ENSP00000299022	0	0	0	0	0	0	0	0.503	0.503
CORO6	ENC1	9606.ENSP00000344562	9606.ENSP00000479101	0	0	0	0	0.087	0	0	0.391	0.420
CORO6	TRDN	9606.ENSP00000344562	9606.ENSP00000439281	0	0	0	0	0.532	0	0	0	0.532
CPA2	CPB1	9606.ENSP00000222481	9606.ENSP00000417222	0	0	0.432	0.908	0.361	0	0	0.823	0.431
CPB1	SERPINI1	9606.ENSP00000417222	9606.ENSP00000295777	0	0	0	0	0.049	0	0	0.486	0.490
CR1	MPO	9606.ENSP00000356016	9606.ENSP00000225275	0	0	0	0	0.088	0.056	0	0.468	0.501
CR1	VIL1	9606.ENSP00000356016	9606.ENSP00000248444	0	0	0	0	0	0	0	0.441	0.441
CR1	FCN3	9606.ENSP00000356016	9606.ENSP00000270879	0	0	0	0	0	0.158	0	0.388	0.463
CR1	CXCR1	9606.ENSP00000356016	9606.ENSP00000295683	0	0	0	0	0.142	0	0	0.398	0.461
CR1	MASP1	9606.ENSP00000356016	9606.ENSP00000296280	0	0	0	0	0	0	0	0.461	0.461
CR1	TNF	9606.ENSP00000356016	9606.ENSP00000398698	0	0	0	0	0.078	0	0	0.403	0.426
CR1	FCN1	9606.ENSP00000356016	9606.ENSP00000360871	0	0	0	0	0.213	0.158	0	0.243	0.455
CR1	FCGR1A	9606.ENSP00000356016	9606.ENSP00000358165	0	0	0	0	0.088	0	0	0.593	0.612
CREG2	SH3TC2	9606.ENSP00000315203	9606.ENSP00000423660	0	0	0	0	0	0	0	0.485	0.485
CRHR1	PVALB	9606.ENSP00000381333	9606.ENSP00000216200	0	0	0	0	0.262	0.056	0	0.252	0.433
CRHR1	SLC17A6	9606.ENSP00000381333	9606.ENSP00000263160	0	0	0	0	0.292	0	0	0.235	0.435
CRHR1	PTH2R	9606.ENSP00000381333	9606.ENSP00000272847	0	0	0	0.741	0	0	0.500	0.393	0.547
CRHR1	GABRB2	9606.ENSP00000381333	9606.ENSP00000274547	0	0	0	0	0.351	0	0	0.339	0.553
CRHR1	HTR2C	9606.ENSP00000381333	9606.ENSP00000276198	0	0	0	0	0.158	0	0	0.465	0.531
CRHR1	KCNE4	9606.ENSP00000381333	9606.ENSP00000281830	0	0	0	0	0	0	0	0.617	0.617
CRHR1	SST	9606.ENSP00000381333	9606.ENSP00000287641	0	0	0	0	0.158	0	0	0.400	0.473
CRHR1	RHO	9606.ENSP00000381333	9606.ENSP00000296271	0	0	0	0	0.125	0	0	0.367	0.422
CRHR1	NEUROD6	9606.ENSP00000381333	9606.ENSP00000297142	0	0	0	0	0.351	0	0	0.363	0.569
CRHR1	PNOC	9606.ENSP00000381333	9606.ENSP00000301908	0	0	0	0	0	0	0	0.500	0.499
CRHR1	HTR1A	9606.ENSP00000381333	9606.ENSP00000316244	0	0	0	0	0.313	0	0	0.610	0.721
CRHR1	TAC1	9606.ENSP00000381333	9606.ENSP00000321106	0	0	0	0	0.170	0	0	0.487	0.556
CRHR1	TPH2	9606.ENSP00000381333	9606.ENSP00000329093	0	0	0	0	0.063	0	0	0.435	0.448
CRHR1	NPY2R	9606.ENSP00000381333	9606.ENSP00000332591	0	0	0	0	0.154	0	0	0.372	0.446
CRHR1	NPSR1	9606.ENSP00000381333	9606.ENSP00000370950	0	0	0	0	0.062	0	0	0.506	0.517
CRHR1	GABRG2	9606.ENSP00000381333	9606.ENSP00000410732	0	0	0	0	0.352	0	0	0.149	0.425
CRHR1	GABRA1	9606.ENSP00000381333	9606.ENSP00000393097	0	0	0	0	0.346	0	0	0.159	0.427
CRHR1	HTR2A	9606.ENSP00000381333	9606.ENSP00000437737	0	0	0	0	0.140	0	0	0.697	0.729
CRIP1	PNOC	9606.ENSP00000332449	9606.ENSP00000301908	0	0	0	0	0.064	0	0	0.419	0.432
CROT	SLC27A2	9606.ENSP00000413575	9606.ENSP00000267842	0	0	0	0	0.063	0	0.900	0.322	0.930
CRYM	PVALB	9606.ENSP00000219599	9606.ENSP00000216200	0	0	0	0	0.166	0	0	0.345	0.430
CRYM	CSNK1E	9606.ENSP00000219599	9606.ENSP00000380044	0	0	0	0	0	0	0	0.434	0.434
CRYM	RGS4	9606.ENSP00000219599	9606.ENSP00000397181	0	0	0	0	0.096	0	0	0.440	0.472
CRYM	SV2C	9606.ENSP00000219599	9606.ENSP00000423541	0	0	0	0	0	0	0	0.541	0.541
CRYM	NEFH	9606.ENSP00000219599	9606.ENSP00000311997	0	0	0	0	0.098	0	0	0.549	0.576
CSNK1E	RORC	9606.ENSP00000380044	9606.ENSP00000327025	0	0	0	0	0	0.320	0	0.295	0.500
CSNK1E	OPN4	9606.ENSP00000380044	9606.ENSP00000361141	0	0	0	0	0	0	0	0.519	0.519
CST7	IL2RB	9606.ENSP00000420384	9606.ENSP00000216223	0	0	0	0	0.571	0	0	0.125	0.608
CST7	GZMH	9606.ENSP00000420384	9606.ENSP00000216338	0	0	0	0	0.544	0	0	0.230	0.634
CST7	GZMK	9606.ENSP00000420384	9606.ENSP00000231009	0	0	0	0	0.268	0	0	0.289	0.458
CST7	IL18RAP	9606.ENSP00000420384	9606.ENSP00000264260	0	0	0	0	0.553	0	0	0.181	0.618
CST7	S100A12	9606.ENSP00000420384	9606.ENSP00000357726	0	0	0	0	0.369	0	0	0.155	0.444
CST7	PRF1	9606.ENSP00000420384	9606.ENSP00000398568	0	0	0	0	0.550	0	0	0.181	0.615
CT45A1	SAGE1	9606.ENSP00000470185	9606.ENSP00000323191	0	0	0	0.807	0.335	0	0.540	0.681	0.722
CT45A1	CT45A3	9606.ENSP00000470185	9606.ENSP00000471418	0	0	0	0.986	0	0	0.540	0.829	0.545
CT45A1	NXF2	9606.ENSP00000470185	9606.ENSP00000485586	0	0	0	0	0.069	0	0	0.654	0.664
CT45A3	SAGE1	9606.ENSP00000471418	9606.ENSP00000323191	0	0	0	0.805	0	0	0.540	0	0.540
CUX2	NEUROD6	9606.ENSP00000261726	9606.ENSP00000297142	0	0	0	0	0.139	0	0	0.448	0.504
CUX2	EOMES	9606.ENSP00000261726	9606.ENSP00000388620	0	0	0	0	0	0.105	0	0.526	0.558
CUX2	RAB15	9606.ENSP00000261726	9606.ENSP00000267512	0	0	0	0	0.065	0.788	0	0	0.793
CXCL8	MPO	9606.ENSP00000306512	9606.ENSP00000225275	0	0	0	0	0.065	0	0	0.766	0.771
CXCL8	VTN	9606.ENSP00000306512	9606.ENSP00000226218	0	0	0	0	0	0	0	0.420	0.420
CXCL8	IL1RL1	9606.ENSP00000306512	9606.ENSP00000233954	0	0	0	0	0.063	0	0	0.395	0.408
CXCL8	PRTN3	9606.ENSP00000306512	9606.ENSP00000234347	0	0	0	0	0	0	0	0.566	0.566
CXCL8	FLT3	9606.ENSP00000306512	9606.ENSP00000241453	0	0	0	0	0	0	0	0.422	0.422
CXCL8	LIF	9606.ENSP00000306512	9606.ENSP00000249075	0	0	0	0	0.172	0	0.900	0.517	0.956
CXCL8	IL1RL2	9606.ENSP00000306512	9606.ENSP00000264257	0	0	0	0	0.065	0	0	0.450	0.463
CXCL8	MMP10	9606.ENSP00000306512	9606.ENSP00000279441	0	0	0	0	0.130	0	0	0.479	0.527
CXCL8	THY1	9606.ENSP00000306512	9606.ENSP00000284240	0	0	0	0	0	0	0	0.503	0.503
CXCL8	CXCR1	9606.ENSP00000306512	9606.ENSP00000295683	0	0	0	0	0.088	0.676	0.900	0.990	0.999
CXCL8	PPBP	9606.ENSP00000306512	9606.ENSP00000296028	0	0	0	0.859	0.267	0	0.300	0.828	0.527
CXCL8	MMP3	9606.ENSP00000306512	9606.ENSP00000299855	0	0	0	0	0.107	0	0	0.714	0.734
CXCL8	HSPB3	9606.ENSP00000306512	9606.ENSP00000303394	0	0	0	0	0	0	0	0.460	0.459
CXCL8	CYP1A1	9606.ENSP00000306512	9606.ENSP00000369050	0	0	0	0	0	0	0	0.413	0.412
CXCL8	ZC3H12A	9606.ENSP00000306512	9606.ENSP00000362179	0	0	0	0	0.212	0	0	0.298	0.423
CXCL8	MET	9606.ENSP00000306512	9606.ENSP00000317272	0	0	0	0	0	0	0	0.460	0.459
CXCL8	HAMP	9606.ENSP00000306512	9606.ENSP00000471894	0	0	0	0	0	0	0	0.465	0.465
CXCL8	IL1R2	9606.ENSP00000306512	9606.ENSP00000330959	0	0	0	0	0.134	0	0	0.468	0.519
CXCL8	FCGR1A	9606.ENSP00000306512	9606.ENSP00000358165	0	0	0	0	0.077	0	0	0.517	0.535
CXCL8	PRF1	9606.ENSP00000306512	9606.ENSP00000398568	0	0	0	0	0	0	0	0.561	0.561
CXCL8	TAC1	9606.ENSP00000306512	9606.ENSP00000321106	0	0	0	0	0	0	0	0.563	0.563
CXCL8	S100A12	9606.ENSP00000306512	9606.ENSP00000357726	0	0	0	0	0.133	0	0	0.523	0.568
CXCL8	SERPINB2	9606.ENSP00000306512	9606.ENSP00000401645	0	0	0	0	0.343	0	0	0.394	0.584
CXCL8	SLPI	9606.ENSP00000306512	9606.ENSP00000342082	0	0	0	0	0.088	0	0	0.566	0.587
CXCL8	GRM8	9606.ENSP00000306512	9606.ENSP00000344173	0	0	0	0	0	0	0.600	0.045	0.601
CXCL8	S100A8	9606.ENSP00000306512	9606.ENSP00000357722	0	0	0	0	0.189	0	0	0.664	0.716
CXCL8	CXCR6	9606.ENSP00000306512	9606.ENSP00000395704	0	0	0	0	0.049	0	0.600	0.407	0.754
CXCL8	MMP1	9606.ENSP00000306512	9606.ENSP00000322788	0	0	0	0	0.190	0	0	0.715	0.759
CXCL8	CXCL9	9606.ENSP00000306512	9606.ENSP00000354901	0	0	0	0	0.065	0	0	0.780	0.786
CXCL8	TNF	9606.ENSP00000306512	9606.ENSP00000398698	0	0	0	0	0.158	0	0.900	0.921	0.992
CXCL8	IL6	9606.ENSP00000306512	9606.ENSP00000385675	0	0	0	0	0.581	0	0.900	0.947	0.997
CXCL9	GZMK	9606.ENSP00000354901	9606.ENSP00000231009	0	0	0	0	0.240	0	0	0.324	0.464
CXCL9	LIF	9606.ENSP00000354901	9606.ENSP00000249075	0	0	0	0	0.062	0	0	0.390	0.403
CXCL9	CXCR1	9606.ENSP00000354901	9606.ENSP00000295683	0	0	0	0	0.069	0	0.600	0.576	0.828
CXCL9	FCGR1A	9606.ENSP00000354901	9606.ENSP00000358165	0	0	0	0	0.159	0	0	0.358	0.437
CXCL9	STAT4	9606.ENSP00000354901	9606.ENSP00000376134	0	0	0	0	0.085	0	0	0.468	0.493
CXCL9	PRF1	9606.ENSP00000354901	9606.ENSP00000398568	0	0	0	0	0.097	0	0	0.568	0.593
CXCL9	IL6	9606.ENSP00000354901	9606.ENSP00000385675	0	0	0	0	0.093	0	0	0.774	0.786
CXCL9	TNF	9606.ENSP00000354901	9606.ENSP00000398698	0	0	0	0	0.117	0	0	0.784	0.801
CXCL9	GBP5	9606.ENSP00000354901	9606.ENSP00000359488	0	0	0	0	0.676	0	0	0.418	0.803
CXCL9	CXCR6	9606.ENSP00000354901	9606.ENSP00000395704	0	0	0	0	0.173	0	0.600	0.561	0.842
CXCR1	MPO	9606.ENSP00000295683	9606.ENSP00000225275	0	0	0	0	0.098	0.056	0	0.494	0.531
CXCR1	FCGR1A	9606.ENSP00000295683	9606.ENSP00000358165	0	0	0	0	0.214	0	0	0.269	0.400
CXCR1	PRF1	9606.ENSP00000295683	9606.ENSP00000398568	0	0	0	0	0.175	0	0	0.324	0.418
CXCR1	NFE2	9606.ENSP00000295683	9606.ENSP00000439120	0	0	0	0	0.456	0	0	0	0.456
CXCR1	S100A8	9606.ENSP00000295683	9606.ENSP00000357722	0	0	0	0	0.428	0	0	0.089	0.457
CXCR1	IL1R2	9606.ENSP00000295683	9606.ENSP00000330959	0	0	0	0	0.250	0	0	0.322	0.470
CXCR1	S100A12	9606.ENSP00000295683	9606.ENSP00000357726	0	0	0	0	0.423	0	0	0.142	0.484
CXCR1	IL6	9606.ENSP00000295683	9606.ENSP00000385675	0	0	0	0	0	0	0	0.595	0.595
CXCR1	TNF	9606.ENSP00000295683	9606.ENSP00000398698	0	0	0	0	0.076	0	0	0.634	0.647
CXCR1	PPBP	9606.ENSP00000295683	9606.ENSP00000296028	0	0	0	0	0.214	0.463	0.600	0.854	0.972
CXCR6	IL2RB	9606.ENSP00000395704	9606.ENSP00000216223	0	0	0	0	0.243	0	0	0.424	0.545
CXCR6	GZMH	9606.ENSP00000395704	9606.ENSP00000216338	0	0	0	0	0.267	0	0	0.282	0.451
CXCR6	GZMK	9606.ENSP00000395704	9606.ENSP00000231009	0	0	0	0	0.633	0	0	0.422	0.778
CXCR6	PPBP	9606.ENSP00000395704	9606.ENSP00000296028	0	0	0	0	0.049	0	0.600	0.320	0.718
CXCR6	RORC	9606.ENSP00000395704	9606.ENSP00000327025	0	0	0	0	0.062	0	0	0.421	0.434
CXCR6	NPSR1	9606.ENSP00000395704	9606.ENSP00000370950	0	0	0	0	0	0	0	0.482	0.482
CXCR6	IL6	9606.ENSP00000395704	9606.ENSP00000385675	0	0	0	0	0	0	0	0.509	0.509
CXCR6	EOMES	9606.ENSP00000395704	9606.ENSP00000388620	0	0	0	0	0.119	0	0	0.556	0.592
CXCR6	TNF	9606.ENSP00000395704	9606.ENSP00000398698	0	0	0	0	0.085	0	0	0.479	0.504
CXCR6	PRF1	9606.ENSP00000395704	9606.ENSP00000398568	0	0	0	0	0.206	0	0	0.520	0.603
CYP1A1	SULT2B1	9606.ENSP00000369050	9606.ENSP00000201586	0	0	0	0	0	0	0.900	0.268	0.923
CYP1A1	CYP4F3	9606.ENSP00000369050	9606.ENSP00000221307	0	0	0.444	0.572	0.073	0.107	0	0.539	0.449
CYP1A1	CYP2C18	9606.ENSP00000369050	9606.ENSP00000285979	0	0	0.445	0.803	0.087	0	0.900	0.697	0.924
CYP1A1	HNF4A	9606.ENSP00000369050	9606.ENSP00000312987	0	0	0	0	0.128	0	0	0.440	0.491
CYP1A1	GFI1	9606.ENSP00000369050	9606.ENSP00000359357	0	0	0	0	0	0.057	0	0.395	0.405
CYP1A1	CYP4F12	9606.ENSP00000369050	9606.ENSP00000448998	0	0	0.444	0.572	0.073	0.107	0	0.400	0.405
CYP1A1	TDO2	9606.ENSP00000369050	9606.ENSP00000444788	0	0	0	0	0.107	0	0	0.407	0.448
CYP1A1	TNF	9606.ENSP00000369050	9606.ENSP00000398698	0	0	0	0	0	0	0	0.469	0.469
CYP1A1	IL6	9606.ENSP00000369050	9606.ENSP00000385675	0	0	0	0	0	0	0	0.480	0.480
CYP2C18	CYP4F3	9606.ENSP00000285979	9606.ENSP00000221307	0	0	0.445	0.578	0.062	0.212	0	0.671	0.541
CYP2C18	CYP4F12	9606.ENSP00000285979	9606.ENSP00000448998	0	0	0.445	0.580	0.121	0.212	0	0.454	0.513
CYP4F12	FMO2	9606.ENSP00000448998	9606.ENSP00000209929	0.043	0	0	0	0.064	0.085	0	0.372	0.416
CYP4F3	NIPAL4	9606.ENSP00000221307	9606.ENSP00000311687	0	0	0	0	0	0	0	0.608	0.608
DES	NEFM	9606.ENSP00000363071	9606.ENSP00000221166	0	0	0	0.878	0	0.600	0	0	0.600
DES	TRDN	9606.ENSP00000363071	9606.ENSP00000439281	0	0	0	0	0.134	0	0	0.357	0.419
DES	NEFL	9606.ENSP00000363071	9606.ENSP00000482169	0	0	0	0.894	0	0.667	0	0	0.667
DGKK	LIPC	9606.ENSP00000477515	9606.ENSP00000299022	0	0	0	0	0	0	0.650	0.054	0.654
DGKK	MBOAT1	9606.ENSP00000477515	9606.ENSP00000324944	0	0	0	0	0	0	0.650	0.060	0.656
DIRAS2	SYT13	9606.ENSP00000364919	9606.ENSP00000020926	0	0	0	0	0.194	0	0	0.329	0.436
DIRAS2	SNAP25	9606.ENSP00000364919	9606.ENSP00000254976	0	0	0	0	0.367	0.078	0	0.124	0.444
DIRAS2	NEUROD6	9606.ENSP00000364919	9606.ENSP00000297142	0	0	0	0	0.349	0	0	0.173	0.439
DLAT	IL18RAP	9606.ENSP00000280346	9606.ENSP00000264260	0	0	0	0	0	0	0	0.644	0.644
DLAT	NDUFS6	9606.ENSP00000280346	9606.ENSP00000274137	0	0	0	0	0.069	0	0	0.387	0.406
DLAT	MDH1B	9606.ENSP00000280346	9606.ENSP00000363533	0.068	0	0	0	0.146	0.146	0	0.407	0.543
DLX4	LHX8	9606.ENSP00000240306	9606.ENSP00000294638	0	0	0	0	0	0.100	0	0.367	0.406
DLX4	MUSTN1	9606.ENSP00000240306	9606.ENSP00000410910	0	0	0	0	0	0	0	0.438	0.438
DMRTA2	LOXHD1	9606.ENSP00000383909	9606.ENSP00000300591	0	0	0	0	0	0	0	0.416	0.416
DNAJC5G	HSPA6	9606.ENSP00000296097	9606.ENSP00000310219	0.042	0	0	0	0.143	0.213	0	0.325	0.505
DNAJC5G	DQX1	9606.ENSP00000296097	9606.ENSP00000384621	0	0	0	0	0	0.530	0	0.207	0.611
DQX1	KLHL30	9606.ENSP00000384621	9606.ENSP00000386389	0	0	0	0	0	0.058	0	0.408	0.418
DUSP27	TRDN	9606.ENSP00000354483	9606.ENSP00000439281	0	0	0	0	0.564	0	0	0	0.564
ECM2	OGN	9606.ENSP00000344758	9606.ENSP00000262551	0	0	0	0.589	0.647	0	0	0.824	0.765
ECM2	OMD	9606.ENSP00000344758	9606.ENSP00000364700	0	0	0	0.640	0.215	0	0	0.872	0.459
EGR2	EPHA4	9606.ENSP00000242480	9606.ENSP00000281821	0	0	0	0	0.055	0.067	0	0.407	0.431
EGR2	TNF	9606.ENSP00000242480	9606.ENSP00000398698	0	0	0	0	0.121	0.056	0	0.372	0.434
EGR2	LCK	9606.ENSP00000242480	9606.ENSP00000337825	0	0	0	0	0.055	0.067	0	0.413	0.437
EGR2	NEFL	9606.ENSP00000242480	9606.ENSP00000482169	0	0	0	0	0	0.056	0	0.503	0.510
EGR2	HOXD1	9606.ENSP00000242480	9606.ENSP00000328598	0	0	0	0	0	0.058	0	0.503	0.512
EGR2	PAX2	9606.ENSP00000242480	9606.ENSP00000359319	0	0	0	0	0	0.063	0	0.507	0.519
EGR2	NPAS4	9606.ENSP00000242480	9606.ENSP00000311196	0	0	0	0	0.062	0.070	0	0.530	0.554
EGR2	HIST1H2BN	9606.ENSP00000242480	9606.ENSP00000483903	0	0	0	0	0	0.057	0.600	0	0.606
EGR2	SH3TC2	9606.ENSP00000242480	9606.ENSP00000423660	0	0	0	0	0	0	0	0.609	0.609
EGR2	EN2	9606.ENSP00000242480	9606.ENSP00000297375	0	0	0	0	0	0.057	0	0.755	0.759
EGR2	EGR3	9606.ENSP00000242480	9606.ENSP00000318057	0	0	0	0.915	0.802	0	0.800	0.866	0.961
EGR3	NPAS4	9606.ENSP00000318057	9606.ENSP00000311196	0	0	0	0	0	0.070	0	0.405	0.423
EGR3	UBL4B	9606.ENSP00000318057	9606.ENSP00000334044	0	0	0	0	0.062	0.077	0	0.367	0.404
EIF4EBP3	SLC4A9	9606.ENSP00000308472	9606.ENSP00000427661	0	0	0	0	0	0	0	0.576	0.576
ELAVL4	NEFM	9606.ENSP00000349594	9606.ENSP00000221166	0	0	0	0	0.311	0	0	0.294	0.493
ELAVL4	SNAP25	9606.ENSP00000349594	9606.ENSP00000254976	0	0	0	0	0.488	0	0	0.252	0.601
ELAVL4	SYT4	9606.ENSP00000349594	9606.ENSP00000255224	0	0	0	0	0.513	0	0	0.257	0.623
ELAVL4	SYT1	9606.ENSP00000349594	9606.ENSP00000261205	0	0	0	0	0.310	0	0	0.395	0.565
ELAVL4	SLC17A6	9606.ENSP00000349594	9606.ENSP00000263160	0	0	0	0	0.379	0	0	0.237	0.506
ELAVL4	GABRB2	9606.ENSP00000349594	9606.ENSP00000274547	0	0	0	0	0.348	0	0	0.133	0.411
ELAVL4	NEUROD6	9606.ENSP00000349594	9606.ENSP00000297142	0	0	0	0	0.367	0	0	0.158	0.445
ELAVL4	RRM2	9606.ENSP00000349594	9606.ENSP00000353770	0	0	0	0	0	0	0	0.466	0.465
ELAVL4	STMN2	9606.ENSP00000349594	9606.ENSP00000429243	0	0	0	0	0.514	0.068	0	0.294	0.653
ELAVL4	GAP43	9606.ENSP00000349594	9606.ENSP00000377372	0	0	0	0	0.425	0.281	0	0.553	0.799
EN2	SLC30A3	9606.ENSP00000297375	9606.ENSP00000233535	0	0	0	0	0	0	0	0.649	0.649
EN2	SIX3	9606.ENSP00000297375	9606.ENSP00000260653	0	0	0	0	0.073	0	0	0.550	0.565
EN2	FOXB1	9606.ENSP00000297375	9606.ENSP00000379369	0	0	0	0	0.271	0	0	0.240	0.422
EN2	PAX2	9606.ENSP00000297375	9606.ENSP00000359319	0	0	0	0	0.117	0.080	0	0.683	0.720
ENC1	GLMN	9606.ENSP00000479101	9606.ENSP00000359385	0	0	0	0	0	0	0.720	0	0.720
EOMES	IL2RB	9606.ENSP00000388620	9606.ENSP00000216223	0	0	0	0	0.119	0	0	0.728	0.751
EOMES	GZMK	9606.ENSP00000388620	9606.ENSP00000231009	0	0	0	0	0.143	0.057	0	0.579	0.630
EOMES	NEUROD6	9606.ENSP00000388620	9606.ENSP00000297142	0	0	0	0	0.083	0.058	0	0.421	0.456
EOMES	OTP	9606.ENSP00000388620	9606.ENSP00000302814	0	0	0	0	0.049	0.341	0	0.202	0.456
EOMES	GSX2	9606.ENSP00000388620	9606.ENSP00000319118	0	0	0	0	0	0.102	0	0.482	0.514
EOMES	RORC	9606.ENSP00000388620	9606.ENSP00000327025	0	0	0	0	0	0	0	0.525	0.525
EOMES	LEFTY2	9606.ENSP00000388620	9606.ENSP00000355785	0	0	0	0	0.064	0.059	0	0.458	0.481
EOMES	MKI67	9606.ENSP00000388620	9606.ENSP00000357643	0	0	0	0	0	0	0	0.500	0.500
EOMES	GFI1	9606.ENSP00000388620	9606.ENSP00000359357	0	0	0	0	0.062	0.058	0	0.382	0.406
EOMES	ID3	9606.ENSP00000388620	9606.ENSP00000363689	0	0	0	0	0	0	0	0.559	0.559
EOMES	FOXH1	9606.ENSP00000388620	9606.ENSP00000366534	0	0	0	0	0.062	0.062	0	0.504	0.526
EOMES	STAT4	9606.ENSP00000388620	9606.ENSP00000376134	0	0	0	0	0	0.112	0	0.469	0.508
EOMES	HOPX	9606.ENSP00000388620	9606.ENSP00000450527	0	0	0	0	0	0.100	0	0.391	0.428
EOMES	MYT1L	9606.ENSP00000388620	9606.ENSP00000396103	0	0	0	0	0.062	0	0	0.434	0.446
EOMES	TNF	9606.ENSP00000388620	9606.ENSP00000398698	0	0	0	0	0	0	0	0.523	0.523
EOMES	PRF1	9606.ENSP00000388620	9606.ENSP00000398568	0	0	0	0	0.117	0	0	0.714	0.737
EPHA4	SYT13	9606.ENSP00000281821	9606.ENSP00000020926	0	0	0	0	0.083	0	0	0.657	0.672
EPHA4	LCK	9606.ENSP00000281821	9606.ENSP00000337825	0	0	0	0.767	0.062	0	0.900	0.180	0.905
EPHA4	EPHA5	9606.ENSP00000281821	9606.ENSP00000480763	0	0	0	0.969	0.096	0	0.900	0.769	0.907
EPHA5	LCK	9606.ENSP00000480763	9606.ENSP00000337825	0	0	0	0.769	0.062	0	0.900	0.117	0.903
EPN3	KCNQ5	9606.ENSP00000268933	9606.ENSP00000345055	0	0	0	0	0	0	0.540	0	0.540
EPN3	NCALD	9606.ENSP00000268933	9606.ENSP00000379256	0	0	0	0	0	0.056	0.540	0.047	0.550
ERICH3	GABRB2	9606.ENSP00000322609	9606.ENSP00000274547	0	0	0	0	0.300	0	0	0.181	0.402
ERICH3	FAM81B	9606.ENSP00000322609	9606.ENSP00000283357	0	0	0	0	0.065	0	0	0.454	0.467
ETV3L	MDFI	9606.ENSP00000430271	9606.ENSP00000230321	0	0	0	0	0	0	0	0.451	0.451
EXD1	PIWIL1	9606.ENSP00000415056	9606.ENSP00000245255	0	0	0	0	0.066	0	0	0.415	0.430
